8 -6 0.0965728 0.130137
8 -3 0.230498 0.375921
8 0 0.280521 0.759937
8 3 0.0194349 0.985346
8 6 3.30564e-05 0.999975
8 9 1.15366e-09 1
8 12 7.82575e-16 1
8 15 1.00869e-23 1
8 18 2.44189e-33 1
8 21 1.10277e-44 1
8 24 9.25027e-58 1
8 27 1.43703e-72 1
8 30 4.12583e-89 1
8 33 2.18586e-107 1
8 36 2.13447e-127 1
10 -15 1.53877e-22 0
10 -12 0.0231683 0.0173858
10 -9 0.0539773 0.0752772
10 -6 0.101777 0.192157
10 -3 0.214862 0.429768
10 0 0.254661 0.782105
10 3 0.0178219 0.98658
10 6 3.06645e-05 0.999977
10 9 1.08027e-09 1
10 12 7.38279e-16 1
10 15 9.57315e-24 1
10 18 2.3289e-33 1
10 21 1.05603e-44 1
10 24 8.88869e-58 1
10 27 1.38491e-72 1
10 30 3.98628e-89 1
10 33 2.1166e-107 1
12 -18 4.29234e-32 0
12 -15 0.0155791 0.0116827
12 -12 0.0349746 0.0495929
12 -9 0.061071 0.121617
12 -6 0.102177 0.244036
12 -3 0.201514 0.471773
12 0 0.23486 0.799008
12 3 0.0165539 0.987543
12 6 2.87265e-05 0.999978
12 9 1.01932e-09 1
12 12 7.00743e-16 1
12 15 9.13067e-24 1
12 18 2.23027e-33 1
12 21 1.01477e-44 1
12 24 8.56644e-58 1
12 27 1.33808e-72 1
12 30 3.86e-89 1
14 -21 2.19299e-43 0
14 -18 0.0112103 0.00840343
14 -15 0.0246134 0.0352574
14 -12 0.0414314 0.0847655
14 -9 0.0642767 0.164006
14 -6 0.100699 0.287674
14 -3 0.190161 0.505707
14 0 0.219068 0.81247
14 3 0.0155231 0.988323
14 6 2.7115e-05 0.99998
14 9 9.67641e-10 1
14 12 6.68406e-16 1
14 15 8.74437e-24 1
14 18 2.14319e-33 1
14 21 9.77999e-45 1
14 24 8.27688e-58 1
14 27 1.29571e-72 1
16 -24 2.05212e-56 0
16 -21 0.00845931 0.00633983
16 -18 0.0182979 0.026393
16 -15 0.0301274 0.0626854
16 -12 0.0450694 0.119042
16 -9 0.0655281 0.201929
16 -6 0.098468 0.324836
16 -3 0.180427 0.533854
16 0 0.206089 0.823528
16 3 0.0146638 0.988972
16 6 2.57475e-05 0.999981
16 9 9.23103e-10 1
16 12 6.40169e-16 1
16 15 8.40329e-24 1
16 18 2.06558e-33 1
16 21 9.44956e-45 1
16 24 8.01483e-58 1
18 -27 3.51715e-71 0
18 -24 0.0066129 0.00495539
18 -21 0.0141509 0.0205148
18 -18 0.0229553 0.0483204
18 -15 0.0335931 0.090695
18 -12 0.047106 0.151167
18 -9 0.0657323 0.235722
18 -6 0.0959681 0.356893
18 -3 0.171991 0.557689
18 0 0.195176 0.832826
18 3 0.013933 0.989522
18 6 2.4568e-05 0.999982
18 9 8.84199e-10 1
18 12 6.15232e-16 1
18 15 8.09924e-24 1
18 18 1.99583e-33 1
18 21 9.1505e-45 1
20 -30 1.10408e-87 0
20 -27 0.00531281 0.00398084
20 -24 0.0112767 0.0164112
20 -21 0.0180975 0.0384211
20 -18 0.0260941 0.0715335
20 -15 0.035797 0.117908
20 -12 0.048183 0.180833
20 -9 0.0653538 0.265906
20 -6 0.0934202 0.384874
20 -3 0.164604 0.578209
20 0 0.185833 0.840788
20 3 0.0133017 0.989998
20 6 2.35371e-05 0.999982
20 9 8.49832e-10 1
20 12 5.93e-16 1
20 15 7.82597e-24 1
20 18 1.9327e-33 1
22 -33 6.34793e-106 0
22 -30 0.00436247 0.0032686
22 -27 0.00920073 0.0134309
22 -24 0.0146464 0.0312985
22 -21 0.020893 0.0579266
22 -18 0.0282408 0.0947403
22 -15 0.0371899 0.143765
22 -12 0.0486627 0.20809
22 -9 0.0646465 0.292988
22 -6 0.0909275 0.409552
22 -3 0.158072 0.596116
22 0 0.177716 0.847707
22 3 0.0127491 0.990414
22 6 2.2626e-05 0.999983
22 9 8.19185e-10 1
22 12 5.73016e-16 1
22 15 7.57862e-24 1
24 -36 6.68476e-126 0
24 -33 0.00364657 0.00273213
24 -30 0.00765147 0.011197
24 -27 0.0121029 0.0259976
24 -24 0.0171252 0.0478963
24 -21 0.0229016 0.0778857
24 -18 0.0297164 0.117309
24 -15 0.0380442 0.168077
24 -12 0.0487608 0.233115
24 -9 0.0637557 0.317416
24 -6 0.0885371 0.431519
24 -3 0.152247 0.611922
24 0 0.170578 0.853793
24 3 0.0122601 0.990782
24 6 2.18131e-05 0.999984
24 9 7.91631e-10 1
24 12 5.54925e-16 1
26 -39 1.28932e-147 0
26 -36 0.00309375 0.0023179
26 -33 0.00646415 0.00947889
26 -30 0.0101725 0.0219435
26 -27 0.0143026 0.0402807
26 -24 0.0189725 0.0652111
26 -21 0.0243566 0.0976742
26 -18 0.0307255 0.138943
26 -15 0.0385316 0.190832
26 -12 0.0486106 0.256121
26 -9 0.0627673 0.339568
26 -6 0.0862681 0.451228
26 -3 0.147013 0.626007
26 0 0.164236 0.859202
26 3 0.0118234 0.99111
26 6 2.10819e-05 0.999984
26 9 7.66683e-10 1
